depreg,depreg.1,mupreg,mupreg.1,mesreg,mesreg.1,añoreg,añoreg.1,diaocu,diaocu.1,mesocu,mesocu.1,añoocu,añoocu.1,depocu,depocu.1,mupocu,mupocu.1,edadhom,edadhom.1,edadmuj,edadmuj.1,grethom,gretmuj,nachom,nachom.1,nacmuj,nacmuj.1,escohom,escomuj,ocupahom,ocupamuj
1,,101,,9,,2010,,19,,7,,2010,,1,,108,,44,,43,,9,9,320,,320,,1,1,2211,4120
1,,101,,3,,2010,,9,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,4120
1,,101,,4,,2010,,28,,1,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,4120
11,,1104,,3,,2011,,27,,12,,2010,,11,,1101,,999,,999,,9,9,320,,320,,9,9,2320,4120
12,,1215,,2,,2011,,9,,12,,2010,,9,,920,,28,,19,,2,2,320,,320,,4,4,2341,4120
1,,101,,6,,2010,,3,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2411,4120
1,,101,,2,,2011,,23,,8,,2010,,1,,115,,999,,999,,9,9,320,,320,,9,9,2412,4120
1,,101,,7,,2010,,27,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2511,4120
1,,101,,9,,2010,,29,,7,,2010,,1,,101,,39,,999,,9,9,320,,188,,5,9,2611,4120
4,,407,,6,,2010,,20,,4,,2010,,6,,601,,20,,20,,1,2,320,,320,,4,4,3114,4120
11,,1101,,12,,2010,,5,,8,,2010,,11,,1101,,24,,21,,9,9,320,,320,,1,1,3114,4120
1,,101,,2,,2011,,28,,12,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3114,4120
1,,114,,9,,2010,,15,,7,,2010,,5,,501,,999,,999,,9,9,320,,320,,4,4,3119,4120
1,,101,,9,,2010,,27,,8,,2010,,1,,101,,38,,999,,9,9,320,,320,,1,9,3119,4120
1,,101,,9,,2010,,26,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3119,4120
11,,1104,,3,,2011,,27,,12,,2010,,11,,1101,,999,,999,,9,9,320,,320,,9,9,3119,4120
11,,1102,,10,,2010,,2,,9,,2010,,10,,1001,,999,,999,,9,9,320,,320,,9,9,3142,4120
1,,101,,2,,2010,,18,,1,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,9,3153,4120
1,,101,,8,,2010,,21,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3314,4120
18,,1802,,9,,2010,,17,,6,,2010,,18,,1801,,26,,19,,2,2,320,,320,,9,4,3314,4120
1,,108,,5,,2011,,11,,8,,2010,,1,,101,,33,,29,,9,9,320,,320,,4,4,3314,4120
1,,101,,12,,2010,,15,,10,,2010,,1,,101,,42,,40,,9,9,320,,320,,4,4,3412,4120
1,,101,,5,,2010,,17,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,4120
1,,115,,3,,2010,,5,,3,,2010,,1,,115,,999,,999,,9,9,320,,320,,9,9,3412,4120
1,,101,,9,,2010,,14,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,4120
9,,901,,11,,2010,,5,,10,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,3412,4120
1,,101,,11,,2010,,14,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,4120
1,,101,,12,,2010,,15,,11,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3412,4120
1,,101,,6,,2011,,2,,11,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3435,4120
12,,1202,,7,,2010,,24,,5,,2010,,13,,1301,,999,,999,,9,9,320,,320,,9,9,3513,4120
1,,101,,7,,2010,,14,,6,,2010,,1,,101,,999,,37,,9,2,320,,320,,9,4,3513,4120
16,,1604,,12,,2010,,19,,8,,2010,,1,,108,,38,,38,,2,2,320,,320,,9,4,4131,4120
1,,108,,9,,2010,,10,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4131,4120
19,,1901,,12,,2010,,27,,10,,2010,,19,,1901,,999,,999,,9,9,320,,320,,9,9,4311,4120
1,,101,,10,,2010,,16,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,4120
1,,114,,10,,2010,,8,,9,,2010,,1,,114,,999,,33,,9,2,320,,320,,9,4,4311,4120
1,,117,,3,,2010,,10,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,4120
1,,101,,5,,2010,,18,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,4311,4120
1,,101,,12,,2010,,29,,1,,2010,,1,,101,,29,,27,,2,2,320,,320,,4,4,4311,4120
1,,101,,6,,2010,,29,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,4120
19,,1904,,11,,2010,,18,,10,,2010,,19,,1901,,28,,29,,2,2,320,,320,,4,4,4311,4120
1,,101,,12,,2010,,18,,11,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,4311,4120
1,,115,,2,,2011,,6,,12,,2010,,1,,115,,999,,999,,9,9,320,,320,,9,9,4311,4120
1,,101,,10,,2010,,27,,8,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4312,4120
1,,101,,11,,2010,,24,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4321,4120
1,,108,,5,,2010,,22,,1,,2010,,1,,108,,999,,49,,9,9,320,,320,,9,1,5221,4120
1,,101,,8,,2010,,7,,7,,2010,,1,,101,,34,,29,,9,2,320,,320,,2,4,5221,4120
1,,101,,8,,2010,,23,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,1,5221,4120
1,,115,,11,,2010,,9,,9,,2010,,1,,115,,999,,999,,9,9,222,,320,,9,9,5221,4120
1,,115,,9,,2010,,9,,9,,2010,,1,,115,,999,,999,,9,9,222,,320,,9,9,5221,4120
1,,101,,1,,2011,,27,,7,,2010,,1,,114,,999,,999,,9,9,320,,320,,9,9,5221,4120
1,,108,,1,,2011,,28,,10,,2010,,1,,108,,999,,999,,9,9,40,,320,,1,9,5221,4120
1,,108,,9,,2010,,7,,6,,2010,,1,,108,,22,,22,,9,9,320,,320,,9,9,5249,4120
1,,101,,11,,2010,,26,,10,,2010,,1,,101,,41,,45,,9,9,320,,320,,9,9,5249,4120
1,,108,,2,,2011,,19,,3,,2010,,1,,108,,999,,999,,9,9,320,,320,,9,9,6111,4120
1,,108,,11,,2010,,2,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,7115,4120
1,,101,,7,,2010,,29,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,7231,4120
9,,901,,6,,2011,,9,,11,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,7231,4120
1,,101,,7,,2010,,25,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,7411,4120
1,,101,,7,,2010,,9,,6,,2010,,1,,101,,999,,999,,9,9,320,,222,,9,9,7411,4120
1,,101,,8,,2010,,20,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9621,4120
5,,509,,4,,2010,,17,,2,,2010,,5,,501,,999,,999,,9,9,320,,320,,9,1,9712,4120
1,,101,,6,,2010,,12,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4120
5,,509,,8,,2010,,18,,1,,2010,,5,,501,,48,,49,,9,9,320,,320,,1,1,9712,4120
1,,108,,8,,2010,,21,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4120
9,,901,,11,,2010,,16,,7,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,4120
9,,917,,11,,2010,,12,,10,,2010,,9,,901,,999,,47,,9,2,320,,320,,9,9,9712,4120
21,,2101,,5,,2010,,9,,2,,2010,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9712,4120
10,,1009,,6,,2010,,21,,4,,2010,,1,,115,,999,,999,,9,9,320,,320,,9,9,9712,4120
1,,101,,7,,2010,,3,,6,,2010,,15,,1501,,999,,999,,9,9,320,,320,,9,9,9712,4120
3,,301,,9,,2010,,29,,6,,2010,,4,,401,,999,,999,,9,9,320,,320,,9,9,9712,4120
5,,502,,11,,2010,,24,,9,,2010,,5,,502,,999,,999,,9,9,320,,320,,9,9,9712,4120
5,,502,,11,,2010,,7,,9,,2010,,5,,502,,999,,999,,9,9,320,,320,,9,9,9712,4120
1,,101,,11,,2010,,2,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4120
1,,108,,4,,2010,,28,,1,,2010,,1,,101,,35,,33,,9,9,320,,320,,1,1,9712,4120
1,,115,,6,,2010,,13,,4,,2010,,1,,115,,999,,999,,9,9,320,,320,,1,1,9712,4120
1,,101,,8,,2010,,3,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4120
1,,101,,8,,2010,,25,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4120
1,,101,,10,,2010,,6,,9,,2010,,1,,101,,999,,32,,9,9,320,,320,,9,4,9712,4120
1,,101,,4,,2010,,18,,1,,2010,,1,,101,,999,,999,,2,9,320,,320,,9,9,9712,4120
1,,101,,8,,2010,,28,,6,,2010,,1,,101,,31,,26,,9,9,320,,188,,1,1,9712,4120
1,,101,,10,,2010,,3,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4120
20,,2011,,11,,2010,,15,,10,,2010,,20,,2011,,31,,31,,9,9,320,,320,,2,1,9712,4120
1,,108,,11,,2010,,15,,3,,2010,,20,,2001,,999,,999,,9,9,320,,320,,1,1,9712,4120
3,,309,,7,,2010,,29,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,9,9712,4120
1,,101,,6,,2010,,25,,3,,2010,,14,,1401,,41,,33,,9,2,320,,320,,1,5,9712,4120
1,,101,,8,,2010,,25,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4120
1,,101,,9,,2010,,15,,7,,2010,,1,,101,,999,,35,,9,9,320,,320,,9,1,9712,4120
16,,1602,,4,,2010,,5,,4,,2010,,15,,1501,,32,,25,,2,2,320,,320,,2,5,9712,4120
9,,901,,8,,2010,,26,,4,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,4120
21,,2101,,11,,2010,,28,,9,,2010,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9712,4120
10,,1001,,4,,2011,,13,,10,,2010,,10,,1001,,31,,33,,9,9,320,,320,,9,4,9712,4120
1,,101,,1,,2011,,12,,11,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4120
1,,101,,6,,2010,,20,,1,,2010,,1,,101,,49,,41,,2,2,320,,320,,1,4,9999,4120
3,,302,,2,,2011,,4,,11,,2010,,3,,301,,999,,31,,9,2,-1,,320,,9,9,9999,4120
1,,101,,3,,2011,,17,,11,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3521,4131
9,,901,,6,,2010,,26,,5,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,4131,4131
1,,101,,4,,2011,,25,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4131,4131
1,,101,,10,,2010,,27,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,4131
22,,2207,,11,,2010,,27,,10,,2010,,22,,2207,,999,,999,,9,9,320,,320,,9,9,6111,4131
6,,614,,9,,2010,,5,,8,,2010,,1,,101,,38,,39,,2,2,320,,320,,9,9,9211,4131
9,,901,,5,,2011,,5,,8,,2010,,1,,101,,999,,51,,9,2,320,,320,,9,2,9712,4131
9,,901,,2,,2011,,13,,9,,2010,,9,,901,,34,,36,,2,1,320,,320,,9,9,2359,4211
1,,101,,10,,2010,,10,,8,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4221
1,,108,,9,,2010,,30,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,8322,4226
14,,1416,,2,,2011,,10,,11,,2010,,14,,1413,,28,,25,,9,2,320,,320,,1,4,2341,4311
1,,101,,7,,2010,,11,,5,,2010,,1,,101,,50,,38,,9,9,320,,320,,9,4,2359,4311
1,,101,,2,,2011,,27,,10,,2010,,1,,101,,53,,47,,9,9,320,,320,,1,1,2421,4311
1,,101,,9,,2010,,17,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3119,4311
1,,101,,5,,2010,,9,,3,,2010,,1,,101,,38,,38,,2,2,320,,320,,1,1,3119,4311
1,,101,,2,,2011,,13,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3119,4311
1,,101,,1,,2011,,4,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3119,4311
10,,1001,,1,,2011,,30,,11,,2010,,9,,920,,999,,999,,9,9,320,,320,,9,9,3412,4311
4,,407,,7,,2010,,22,,1,,2010,,1,,101,,37,,30,,2,2,840,,320,,4,4,3513,4311
1,,101,,5,,2010,,22,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,4311
9,,901,,3,,2010,,28,,1,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,3513,4311
1,,101,,8,,2010,,25,,6,,2010,,1,,101,,28,,26,,9,9,320,,320,,1,1,3513,4311
1,,108,,1,,2011,,27,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,4311
1,,101,,3,,2011,,27,,12,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,4311
1,,101,,1,,2011,,14,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,4311
1,,101,,9,,2010,,10,,2,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,4311
1,,101,,9,,2010,,26,,8,,2010,,1,,101,,40,,38,,9,9,320,,320,,1,1,4311,4311
12,,1201,,10,,2010,,1,,3,,2010,,12,,1201,,38,,27,,2,2,320,,320,,4,4,4311,4311
8,,801,,10,,2010,,28,,7,,2010,,8,,801,,999,,33,,1,1,320,,320,,2,1,4311,4311
1,,107,,3,,2010,,9,,2,,2010,,13,,1301,,999,,999,,9,9,320,,320,,9,9,4311,4311
9,,901,,4,,2010,,12,,3,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,4311,4311
12,,1217,,10,,2010,,16,,8,,2010,,9,,920,,999,,999,,9,9,320,,320,,9,9,4311,4311
8,,801,,10,,2010,,28,,7,,2010,,8,,801,,999,,33,,1,1,320,,320,,2,1,4311,4311
1,,101,,7,,2010,,20,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,4311
21,,2106,,9,,2010,,18,,3,,2010,,21,,2101,,999,,999,,9,9,320,,320,,9,9,4311,4311
1,,101,,7,,2010,,25,,6,,2010,,1,,101,,999,,999,,9,9,320,,862,,9,9,4311,4311
5,,502,,9,,2010,,24,,6,,2010,,5,,502,,999,,999,,9,9,320,,320,,9,9,4311,4311
13,,1302,,6,,2010,,5,,5,,2010,,13,,1301,,999,,999,,9,9,320,,320,,9,9,4311,4311
21,,2104,,8,,2010,,29,,7,,2010,,21,,2101,,999,,999,,9,9,320,,320,,9,9,4311,4311
1,,101,,12,,2010,,1,,12,,2010,,1,,101,,67,,58,,2,2,320,,320,,4,4,4311,4311
6,,604,,3,,2011,,11,,11,,2010,,6,,604,,999,,999,,9,9,320,,320,,9,9,4311,4311
5,,501,,8,,2010,,7,,7,,2010,,1,,101,,42,,36,,2,2,320,,320,,5,4,5221,4311
1,,101,,10,,2010,,27,,7,,2010,,1,,101,,39,,43,,2,2,320,,320,,9,4,5221,4311
13,,1301,,2,,2010,,12,,1,,2010,,13,,1301,,999,,999,,9,9,320,,320,,9,9,5412,4311
17,,1712,,6,,2010,,7,,5,,2010,,17,,1712,,999,,999,,9,9,320,,320,,9,9,6111,4311
21,,2106,,7,,2010,,5,,7,,2010,,21,,2101,,999,,999,,9,9,320,,320,,1,1,6111,4311
14,,1401,,2,,2011,,8,,10,,2010,,14,,1401,,45,,30,,2,9,320,,320,,9,1,7212,4311
1,,101,,9,,2010,,4,,8,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,7231,4311
1,,101,,1,,2011,,8,,12,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,7231,4311
1,,114,,7,,2010,,14,,5,,2010,,1,,114,,999,,999,,9,9,320,,320,,9,4,9712,4311
15,,1501,,9,,2010,,6,,8,,2010,,15,,1501,,999,,999,,9,9,320,,320,,9,9,9712,4311
1,,108,,9,,2010,,19,,7,,2010,,1,,108,,31,,999,,9,9,320,,320,,9,9,9712,4311
9,,902,,10,,2010,,19,,8,,2010,,8,,801,,32,,31,,2,2,320,,320,,9,4,9712,4311
5,,501,,10,,2010,,3,,8,,2010,,5,,501,,999,,999,,9,9,320,,320,,9,9,9712,4311
10,,1010,,10,,2010,,28,,9,,2010,,10,,1001,,999,,999,,9,9,320,,320,,9,9,9712,4311
8,,805,,8,,2010,,8,,7,,2010,,8,,805,,33,,999,,1,9,320,,320,,4,9,9712,4311
1,,108,,8,,2010,,8,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4311
1,,108,,9,,2010,,19,,7,,2010,,1,,108,,31,,999,,9,9,320,,320,,9,9,9712,4311
1,,101,,6,,2010,,17,,3,,2010,,19,,1901,,999,,999,,9,9,320,,320,,9,9,9712,4311
1,,101,,10,,2010,,13,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4311
7,,713,,11,,2010,,24,,5,,2010,,7,,719,,35,,999,,2,1,320,,320,,4,4,9712,4311
1,,101,,5,,2011,,30,,11,,2010,,1,,101,,28,,22,,9,2,320,,320,,1,4,9712,4311
19,,1901,,1,,2011,,2,,11,,2010,,19,,1901,,999,,999,,9,9,320,,320,,9,9,9712,4311
1,,101,,5,,2011,,29,,12,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4311
1,,101,,9,,2010,,21,,7,,2010,,1,,101,,48,,999,,9,9,320,,320,,9,9,9999,4311
16,,1601,,9,,2010,,5,,4,,2010,,16,,1601,,31,,31,,9,1,320,,320,,9,4,9999,4311
1,,101,,11,,2010,,12,,10,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,4321,4321
22,,2204,,6,,2010,,4,,5,,2010,,22,,2204,,50,,999,,2,9,320,,320,,1,9,6111,4321
18,,1805,,11,,2010,,19,,10,,2010,,18,,1801,,999,,999,,9,9,320,,320,,9,9,6111,4321
1,,115,,6,,2010,,29,,4,,2010,,1,,115,,999,,999,,9,9,222,,320,,1,1,7536,4419
1,,108,,7,,2010,,21,,5,,2010,,1,,115,,999,,48,,9,2,320,,320,,9,3,9712,5120
1,,101,,11,,2010,,10,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,3119,5142
19,,1901,,1,,2011,,2,,4,,2010,,19,,1901,,999,,999,,9,9,320,,320,,9,9,4311,5142
1,,101,,5,,2011,,8,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5411,5142
19,,1901,,11,,2010,,10,,5,,2010,,19,,1901,,999,,999,,9,9,320,,320,,1,9,9712,5142
1,,101,,2,,2011,,6,,12,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2652,5169
1,,101,,6,,2010,,29,,4,,2010,,3,,301,,999,,999,,9,9,320,,320,,9,9,2141,5221
21,,2101,,7,,2010,,18,,3,,2010,,21,,2101,,52,,62,,2,2,320,,222,,4,9,2341,5221
12,,1215,,4,,2011,,27,,12,,2010,,12,,1215,,32,,33,,2,2,320,,320,,5,9,4311,5221
16,,1601,,8,,2010,,19,,2,,2010,,16,,1601,,19,,999,,1,9,320,,320,,9,9,5221,5221
19,,1904,,5,,2010,,22,,4,,2010,,19,,1901,,32,,999,,2,9,320,,320,,4,9,5221,5221
1,,101,,9,,2010,,15,,6,,2010,,1,,101,,999,,999,,9,9,275,,320,,9,9,5221,5221
1,,101,,10,,2010,,9,,8,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,5221
8,,805,,4,,2010,,25,,2,,2010,,8,,805,,999,,999,,9,9,320,,320,,9,9,5221,5221
1,,101,,9,,2010,,25,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,1,1,5221,5221
22,,2204,,4,,2010,,1,,3,,2010,,20,,2001,,999,,999,,9,9,320,,320,,9,9,5221,5221
1,,101,,1,,2011,,6,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,5221
1,,101,,5,,2011,,6,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,5221
8,,801,,6,,2010,,16,,3,,2010,,8,,801,,999,,26,,9,9,320,,320,,9,1,7115,5221
8,,801,,11,,2010,,5,,11,,2010,,8,,801,,999,,34,,9,9,320,,320,,1,1,7531,5221
8,,801,,11,,2010,,5,,11,,2010,,8,,801,,999,,34,,9,9,320,,320,,1,1,7531,5221
1,,101,,8,,2010,,11,,3,,2010,,1,,101,,999,,44,,9,2,320,,84,,9,1,9712,5221
1,,101,,10,,2010,,13,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,5221
21,,2101,,7,,2010,,5,,7,,2010,,21,,2101,,999,,999,,9,9,320,,380,,9,1,9712,5221
1,,101,,1,,2011,,30,,8,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,5221
11,,1101,,1,,2011,,9,,7,,2010,,11,,1101,,24,,30,,9,9,320,,320,,1,3,9712,5221
1,,101,,2,,2011,,17,,9,,2010,,1,,101,,999,,40,,9,9,320,,320,,9,3,9712,5221
20,,2007,,10,,2010,,22,,7,,2010,,20,,2001,,999,,27,,9,2,320,,320,,9,2,9999,5221
1,,101,,12,,2010,,8,,9,,2010,,1,,101,,56,,49,,9,2,320,,320,,9,2,9999,5221
18,,1801,,12,,2010,,22,,10,,2010,,18,,1801,,26,,25,,9,2,320,,320,,9,4,9313,5223
20,,2006,,11,,2010,,12,,8,,2010,,20,,2006,,999,,999,,9,9,320,,320,,9,9,6111,5242
15,,1506,,10,,2010,,27,,8,,2010,,15,,1501,,999,,999,,9,9,320,,320,,1,9,6111,5242
9,,920,,3,,2011,,7,,10,,2010,,9,,920,,999,,999,,9,9,320,,320,,9,9,7112,5242
1,,101,,2,,2011,,21,,12,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,5242
1,,115,,10,,2010,,14,,9,,2010,,1,,115,,999,,999,,9,9,320,,320,,9,9,9998,5242
13,,1301,,4,,2011,,14,,10,,2010,,13,,1301,,27,,27,,9,2,320,,320,,9,2,9999,5242
3,,301,,9,,2010,,2,,7,,2010,,1,,101,,47,,44,,9,9,320,,604,,9,9,5221,5249
9,,916,,7,,2010,,11,,5,,2010,,9,,901,,999,,28,,9,1,320,,320,,9,3,9999,5249
11,,1102,,5,,2010,,12,,5,,2010,,11,,1101,,999,,999,,9,9,320,,320,,9,9,6111,6111
1,,101,,5,,2011,,3,,12,,2010,,16,,1601,,999,,999,,9,9,320,,320,,9,9,8322,7512
9,,920,,10,,2010,,13,,9,,2010,,11,,1101,,999,,999,,9,9,630,,320,,9,9,3257,7531
1,,101,,3,,2010,,28,,1,,2010,,18,,1801,,999,,999,,9,9,320,,320,,9,1,6111,7531
1,,101,,10,,2010,,16,,9,,2010,,1,,101,,999,,999,,9,9,320,,222,,9,9,6111,7531
9,,901,,10,,2010,,14,,10,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,6111,7531
17,,1701,,3,,2010,,17,,2,,2010,,17,,1701,,999,,999,,9,9,320,,320,,9,9,6111,7531
1,,101,,7,,2010,,21,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,7131,7531
13,,1301,,11,,2010,,2,,11,,2010,,13,,1301,,38,,52,,2,2,320,,320,,2,2,9111,7531
12,,1202,,4,,2010,,24,,3,,2010,,12,,1201,,999,,999,,2,2,320,,320,,9,9,9712,7531
1,,115,,4,,2010,,11,,3,,2010,,1,,115,,999,,999,,9,9,320,,320,,1,1,9712,7531
21,,2106,,12,,2010,,6,,5,,2010,,21,,2101,,29,,23,,2,2,320,,320,,2,2,9712,7531
9,,901,,4,,2010,,16,,3,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,7531
8,,802,,12,,2010,,16,,8,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,5221,7533
19,,1903,,11,,2010,,29,,7,,2010,,19,,1901,,999,,999,,9,9,320,,320,,9,9,6111,7533
12,,1202,,4,,2010,,11,,3,,2010,,12,,1201,,999,,999,,1,1,320,,320,,9,9,6111,7533
4,,401,,8,,2010,,11,,6,,2010,,4,,401,,45,,42,,9,9,320,,320,,1,1,8322,7533
9,,901,,10,,2010,,8,,4,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,8322,7533
9,,914,,12,,2010,,23,,4,,2010,,9,,914,,999,,999,,9,9,320,,320,,9,9,9211,7533
1,,101,,9,,2010,,29,,7,,2010,,7,,701,,999,,999,,9,9,320,,320,,9,9,3314,8152
16,,1604,,12,,2010,,27,,9,,2010,,16,,1601,,23,,18,,9,9,320,,320,,1,2,9211,8152
1,,101,,8,,2010,,5,,4,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,8152
1,,101,,9,,2010,,20,,7,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,8152
16,,1608,,7,,2010,,7,,7,,2010,,16,,1608,,999,,999,,9,9,320,,320,,9,9,9211,8160
16,,1608,,7,,2010,,7,,7,,2010,,16,,1608,,999,,999,,9,9,320,,320,,9,9,9211,8160
16,,1608,,7,,2010,,7,,7,,2010,,16,,1608,,999,,999,,9,9,320,,320,,9,9,9211,8160
1,,102,,10,,2010,,15,,6,,2010,,1,,101,,35,,43,,2,2,320,,320,,1,2,8322,9111
12,,1221,,9,,2010,,2,,8,,2010,,12,,1201,,51,,45,,2,2,320,,320,,2,2,310,9711
1,,101,,1,,2011,,4,,6,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,310,9711
1,,101,,5,,2010,,11,,3,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,1,2149,9711
9,,901,,3,,2011,,24,,11,,2010,,9,,901,,999,,999,,9,9,320,,320,,9,9,2211,9711
14,,1418,,6,,2011,,8,,12,,2010,,14,,1418,,58,,57,,2,2,320,,320,,3,2,2221,9711
1,,101,,10,,2010,,10,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2262,9711
1,,101,,11,,2010,,14,,10,,2010,,1,,101,,64,,32,,9,2,320,,320,,1,3,2310,9711
6,,610,,9,,2010,,24,,5,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2341,9711
13,,1324,,12,,2010,,29,,1,,2010,,1,,101,,999,,52,,9,9,320,,320,,9,4,2341,9711
8,,801,,3,,2010,,20,,1,,2010,,8,,801,,54,,50,,1,1,320,,320,,4,2,2341,9711
12,,1215,,8,,2010,,15,,7,,2010,,12,,1215,,999,,28,,9,9,320,,320,,9,1,2341,9711
9,,914,,8,,2010,,4,,6,,2010,,9,,901,,999,,999,,9,9,320,,320,,1,9,2341,9711
14,,1412,,12,,2010,,26,,10,,2010,,14,,1401,,44,,33,,2,2,320,,320,,4,9,2341,9711
19,,1901,,4,,2010,,24,,2,,2010,,19,,1901,,999,,999,,9,9,320,,320,,9,9,2341,9711
5,,501,,6,,2010,,27,,4,,2010,,5,,501,,999,,999,,9,9,320,,320,,9,9,2341,9711
1,,101,,2,,2011,,23,,9,,2010,,1,,101,,999,,22,,9,9,320,,320,,9,9,2341,9711
21,,2101,,4,,2011,,13,,10,,2010,,21,,2101,,999,,999,,9,9,320,,320,,9,9,2341,9711
1,,113,,4,,2011,,7,,9,,2010,,1,,101,,999,,999,,9,9,320,,320,,9,9,2341,9711
